month,family,side,band,cfg,n,gr,w,l,HR_pct,ROI_pct,ROI_lo,ROI_hi,P_and_L,consist,grd_days
2026-05,pitcher_strikeouts,OVER,"[-599,-500]",HR≥75/EDG≥0.0/CV≤0.45/μ≥1.0/TP≥65,43,43,43,0,100.0,19.32,19.04,19.61,8.309,1.0,7
2026-05,pitcher_strikeouts,OVER,"[-599,-500]",HR≥75/EDG≥0.0/CV≤0.4/μ≥-/TP≥-,43,43,43,0,100.0,18.68,18.35,19.01,8.031,1.0,5
2026-05,pitcher_strikeouts,OVER,"[-599,-500]",HR≥75/EDG≥0.0/CV≤0.4/μ≥0.0/TP≥-,43,43,43,0,100.0,18.68,18.35,19.01,8.031,1.0,5
2026-05,pitcher_strikeouts,OVER,"[-599,-500]",HR≥75/EDG≥0.0/CV≤0.4/μ≥0.5/TP≥-,43,43,43,0,100.0,18.68,18.35,19.01,8.031,1.0,5
2026-05,pitcher_strikeouts,OVER,"[-599,-500]",HR≥75/EDG≥0.0/CV≤0.4/μ≥1.0/TP≥-,43,43,43,0,100.0,18.68,18.35,19.01,8.031,1.0,5
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥-,104,100,89,11,89.0,5.32,-1.98,12.61,5.319,0.786,28
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥-,95,92,82,10,89.13,5.46,-2.11,13.03,5.026,0.778,27
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥-,87,84,75,9,89.29,5.61,-2.26,13.49,4.714,0.778,27
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥-,73,71,63,8,88.73,4.99,-3.78,13.76,3.543,0.778,27
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥-,92,89,81,8,91.01,7.69,0.62,14.76,6.843,0.75,28
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥-,83,81,74,7,91.36,8.09,0.8,15.37,6.55,0.741,27
